ID,date,line,schedule,unplanned_stoppages,planned_stoppages,work_station,equipment,failure_type,sub_code,failure_description
28022026 Shift C.xlsmA MERCEDEZ LE 300 FRONT AXLE_9213,28/02/2026,A MERCEDEZ LE 300 FRONT AXLE,23:44,5,,BS_230,Fixture_Table,Material_Failure,Wrong_Material,Sensor needs calibration
28022026 Shift C.xlsmA MERCEDEZ LE 300 FRONT AXLE_9214,28/02/2026,A MERCEDEZ LE 300 FRONT AXLE,23:48,20,,MS_130,Spot_Welder,Quality_Failure,Out_Of_Spec,Wrong material loaded
28022026 Shift C.xlsmA MERCEDEZ LE 300 FRONT AXLE_9215,28/02/2026,A MERCEDEZ LE 300 FRONT AXLE,23:49,5,,BS_210,Fixture_Table,Material_Failure,Missing_Component,Replaced worn bearing
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9216,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,00:21,5,,WS_430,Spot_Welder,Welding_Failure,Cold_Weld,Operator called maintenance
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9217,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,00:22,15,,AS_320,Fixture_Table,Mechanical_Failure,Bearing_Worn,Pneumatic valve replaced
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9218,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,00:33,,15,,,,,Shift_Handover
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9219,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,00:44,,10,,,,,Changeover
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9220,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,00:51,20,,MS_130,Conveyor_Belt,Electrical_Failure,Sensor_Down,Software reboot required
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9221,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,01:19,7,,AS_330,Conveyor_Belt,Tooling_Failure,Misalignment,Welding wire feeder jammed
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9222,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,02:18,5,,BS_230,Quality_Scanner,Tooling_Failure,Misalignment,Cable replaced
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9223,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,02:23,2,,MS_120,Quality_Scanner,Quality_Failure,Visual_Defect,Robot path deviation detected
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9224,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,02:30,,20,,,,,Changeover
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9225,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,02:53,10,,WS_430,Spot_Welder,Mechanical_Failure,Belt_Broken,Operator called maintenance
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9226,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,05:05,,10,,,,,Team_Meeting
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9227,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,05:34,7,,AS_320,Gluing_Robot,Welding_Failure,Burn_Through,Robot stopped responding to commands
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9228,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:02,5,,WS_430,Hydraulic_Press,Welding_Failure,Weld_Crack,Robot path deviation detected
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9229,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:25,10,,MS_130,Fixture_Table,Welding_Failure,Weld_Crack,Communication error with PLC
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9230,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:30,,20,,,,,Break
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9231,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:34,,10,,,,,Shift_Handover
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9232,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:39,2,,WS_430,Gluing_Robot,Quality_Failure,Out_Of_Spec,Emergency stop triggered
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9233,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,22:47,15,,MS_110,Conveyor_Belt,Material_Failure,Wrong_Material,Software reboot required
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9234,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:08,2,,WS_430,Welding_Robot,Tooling_Failure,Misalignment,Software reboot required
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9235,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:11,,15,,,,,Preventive_Maintenance
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9236,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:14,15,,BS_230,Hydraulic_Press,Tooling_Failure,Tool_Broken,Cable replaced
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9237,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:27,3,,AS_320,Hydraulic_Press,Tooling_Failure,Tool_Broken,Emergency stop triggered
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9238,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:38,3,,MS_130,Quality_Scanner,Mechanical_Failure,Belt_Broken,Cooling fan failure
28022026 Shift C.xlsmCTRL MERCEDEZ GLE 53 C-PILLAR_9239,28/02/2026,CTRL MERCEDEZ GLE 53 C-PILLAR,23:49,30,,BS_230,Press_Machine,Tooling_Failure,Tool_Broken,Quality scanner failed to read
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9240,28/02/2026,CTRL BMW X7 REAR BUMP,16:17,,30,,,,,Team_Meeting
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9241,28/02/2026,CTRL BMW X7 REAR BUMP,16:24,3,,WS_420,Press_Machine,Tooling_Failure,Misalignment,Robot stopped responding to commands
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9242,28/02/2026,CTRL BMW X7 REAR BUMP,16:34,7,,AS_330,Welding_Robot,Electrical_Failure,Sensor_Down,PLC reset performed
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9243,28/02/2026,CTRL BMW X7 REAR BUMP,16:46,3,,AS_330,Quality_Scanner,Mechanical_Failure,Belt_Broken,Fixture clamp not closing
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9244,28/02/2026,CTRL BMW X7 REAR BUMP,16:51,3,,BS_220,Riveting_Tool,Mechanical_Failure,Belt_Broken,Pneumatic valve replaced
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9245,28/02/2026,CTRL BMW X7 REAR BUMP,16:53,3,,MS_110,Quality_Scanner,Material_Failure,Wrong_Part,Emergency stop triggered
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9246,28/02/2026,CTRL BMW X7 REAR BUMP,16:59,10,,BS_230,Conveyor_Belt,Material_Failure,Missing_Component,Conveyor belt misaligned
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9247,28/02/2026,CTRL BMW X7 REAR BUMP,17:12,7,,WS_430,Hydraulic_Press,Material_Failure,Wrong_Part,Coolant leak detected
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9248,28/02/2026,CTRL BMW X7 REAR BUMP,17:29,7,,AS_340,Press_Machine,Tooling_Failure,Tool_Broken,Tooling required adjustment
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9249,28/02/2026,CTRL BMW X7 REAR BUMP,18:08,30,,BS_210,Fixture_Table,Quality_Failure,Out_Of_Spec,Communication error with PLC
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9250,28/02/2026,CTRL BMW X7 REAR BUMP,18:18,2,,BS_210,Gluing_Robot,Quality_Failure,Visual_Defect,Replaced worn bearing
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9251,28/02/2026,CTRL BMW X7 REAR BUMP,18:24,5,,BS_210,Press_Machine,Electrical_Failure,PLC_Error,Spatter buildup on torch
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9252,28/02/2026,CTRL BMW X7 REAR BUMP,18:26,,20,,,,,Tool_Change
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9253,28/02/2026,CTRL BMW X7 REAR BUMP,18:28,5,,WS_410,Spot_Welder,Quality_Failure,Out_Of_Spec,Wrong material loaded
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9254,28/02/2026,CTRL BMW X7 REAR BUMP,18:50,20,,MS_110,Welding_Robot,Quality_Failure,Visual_Defect,Part stuck in fixture
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9255,28/02/2026,CTRL BMW X7 REAR BUMP,19:56,10,,AS_340,Press_Machine,Material_Failure,Wrong_Part,Trainee made the wrong fix
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9256,28/02/2026,CTRL BMW X7 REAR BUMP,20:01,2,,MS_110,Spot_Welder,Electrical_Failure,Sensor_Down,Conveyor belt misaligned
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9257,28/02/2026,CTRL BMW X7 REAR BUMP,20:42,,45,,,,,Changeover
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9258,28/02/2026,CTRL BMW X7 REAR BUMP,21:39,,20,,,,,Team_Meeting
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9259,28/02/2026,CTRL BMW X7 REAR BUMP,21:43,5,,MS_120,Welding_Robot,Material_Failure,Missing_Component,Tool changeover took longer than expected
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9260,28/02/2026,CTRL BMW X7 REAR BUMP,21:58,,15,,,,,Break
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9261,28/02/2026,CTRL BMW X7 REAR BUMP,22:02,7,,MS_120,Quality_Scanner,Welding_Failure,Weld_Porosity,Quality scanner failed to read
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9262,28/02/2026,CTRL BMW X7 REAR BUMP,22:13,10,,BS_220,Spot_Welder,Welding_Failure,Weld_Crack,Welding wire feeder jammed
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9263,28/02/2026,CTRL BMW X7 REAR BUMP,22:36,3,,WS_420,Fixture_Table,Mechanical_Failure,Bearing_Worn,Coolant leak detected
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9264,28/02/2026,CTRL BMW X7 REAR BUMP,22:41,2,,WS_430,Conveyor_Belt,Electrical_Failure,PLC_Error,Part stuck in fixture
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9265,28/02/2026,CTRL BMW X7 REAR BUMP,23:22,,5,,,,,Changeover
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9266,28/02/2026,CTRL BMW X7 REAR BUMP,23:40,5,,MS_120,Riveting_Tool,Quality_Failure,Out_Of_Spec,Tool changeover took longer than expected
28022026 Shift D.xlsmCTRL BMW X7 REAR BUMP_9267,28/02/2026,CTRL BMW X7 REAR BUMP,23:54,7,,MS_120,Hydraulic_Press,Material_Failure,Bent_Part,Robot stopped responding to commands
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9268,28/03/2026,D BMW 420D C-PILLAR,06:10,,5,,,,,Changeover
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9269,28/03/2026,D BMW 420D C-PILLAR,06:26,30,,AS_340,Spot_Welder,Electrical_Failure,Short_Circuit,Tool changeover took longer than expected
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9270,28/03/2026,D BMW 420D C-PILLAR,06:30,7,,WS_420,Fixture_Table,Welding_Failure,Spatter_Excess,Tooling required adjustment
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9271,28/03/2026,D BMW 420D C-PILLAR,06:48,3,,AS_320,Quality_Scanner,Tooling_Failure,Misalignment,PLC reset performed
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9272,28/03/2026,D BMW 420D C-PILLAR,06:56,7,,WS_410,Welding_Robot,Material_Failure,Missing_Component,Air pressure dropped below threshold
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9273,28/03/2026,D BMW 420D C-PILLAR,07:06,5,,AS_340,CNC_Mill,Material_Failure,Missing_Component,Trainee made the wrong fix
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9274,28/03/2026,D BMW 420D C-PILLAR,07:14,,30,,,,,Shift_Handover
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9275,28/03/2026,D BMW 420D C-PILLAR,07:50,7,,WS_420,Hydraulic_Press,Electrical_Failure,Cable_Loose,Trainee made the wrong fix
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9276,28/03/2026,D BMW 420D C-PILLAR,08:04,2,,MS_110,Welding_Robot,Material_Failure,Wrong_Part,Cable replaced
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9277,28/03/2026,D BMW 420D C-PILLAR,08:08,7,,MS_110,CNC_Mill,Welding_Failure,Cold_Weld,Tool changeover took longer than expected
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9278,28/03/2026,D BMW 420D C-PILLAR,08:14,2,,AS_320,Riveting_Tool,Welding_Failure,Weld_Porosity,Cable replaced
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9279,28/03/2026,D BMW 420D C-PILLAR,08:16,2,,BS_220,Welding_Robot,Material_Failure,Wrong_Part,Cable replaced
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9280,28/03/2026,D BMW 420D C-PILLAR,08:37,5,,BS_210,Press_Machine,Welding_Failure,Spatter_Excess,Conveyor belt misaligned
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9281,28/03/2026,D BMW 420D C-PILLAR,08:49,,15,,,,,Changeover
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9282,28/03/2026,D BMW 420D C-PILLAR,08:50,3,,WS_410,Conveyor_Belt,Quality_Failure,Visual_Defect,Replaced worn bearing
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9283,28/03/2026,D BMW 420D C-PILLAR,08:54,2,,WS_410,Fixture_Table,Welding_Failure,Burn_Through,Robot path deviation detected
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9284,28/03/2026,D BMW 420D C-PILLAR,08:59,,30,,,,,Lunch
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9285,28/03/2026,D BMW 420D C-PILLAR,09:02,3,,AS_330,Quality_Scanner,Mechanical_Failure,Belt_Broken,Operator called maintenance
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9286,28/03/2026,D BMW 420D C-PILLAR,09:03,10,,WS_410,Spot_Welder,Welding_Failure,Spatter_Excess,Robot stopped responding to commands
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9287,28/03/2026,D BMW 420D C-PILLAR,09:21,5,,BS_220,Fixture_Table,Welding_Failure,Spatter_Excess,Operator called maintenance
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9288,28/03/2026,D BMW 420D C-PILLAR,09:37,15,,MS_110,Fixture_Table,Quality_Failure,Dimension_Error,Cable replaced
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9289,28/03/2026,D BMW 420D C-PILLAR,09:38,15,,WS_410,Hydraulic_Press,Welding_Failure,Weld_Porosity,Fixture clamp not closing
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9290,28/03/2026,D BMW 420D C-PILLAR,09:54,3,,AS_310,Gluing_Robot,Electrical_Failure,Sensor_Down,Operator called maintenance
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9291,28/03/2026,D BMW 420D C-PILLAR,09:59,10,,WS_410,Fixture_Table,Mechanical_Failure,Bearing_Worn,Quality scanner failed to read
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9292,28/03/2026,D BMW 420D C-PILLAR,10:12,,20,,,,,Changeover
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9293,28/03/2026,D BMW 420D C-PILLAR,10:14,3,,BS_230,Gluing_Robot,Material_Failure,Wrong_Part,Operator called maintenance
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9294,28/03/2026,D BMW 420D C-PILLAR,10:26,5,,MS_130,Riveting_Tool,Welding_Failure,Cold_Weld,Pneumatic valve replaced
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9295,28/03/2026,D BMW 420D C-PILLAR,10:37,5,,MS_130,Riveting_Tool,Mechanical_Failure,Bearing_Worn,Quality scanner failed to read
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9296,28/03/2026,D BMW 420D C-PILLAR,10:58,5,,BS_230,Gluing_Robot,Electrical_Failure,Cable_Loose,Tooling required adjustment
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9297,28/03/2026,D BMW 420D C-PILLAR,11:01,7,,MS_130,Welding_Robot,Welding_Failure,Spatter_Excess,Welding wire feeder jammed
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9298,28/03/2026,D BMW 420D C-PILLAR,11:21,5,,BS_210,Gluing_Robot,Tooling_Failure,Tool_Broken,Coolant leak detected
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9299,28/03/2026,D BMW 420D C-PILLAR,12:43,,10,,,,,Shift_Handover
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9300,28/03/2026,D BMW 420D C-PILLAR,13:01,5,,AS_330,Hydraulic_Press,Tooling_Failure,Tool_Worn,Software reboot required
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9301,28/03/2026,D BMW 420D C-PILLAR,13:09,5,,AS_340,Fixture_Table,Mechanical_Failure,Bearing_Worn,Software reboot required
28032026 Shift A.xlsmD BMW 420D C-PILLAR_9302,28/03/2026,D BMW 420D C-PILLAR,13:11,5,,WS_410,Gluing_Robot,Mechanical_Failure,Pneumatic_Leak,PLC reset performed
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9303,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,16:08,30,,BS_230,Hydraulic_Press,Tooling_Failure,Tool_Broken,PLC reset performed
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9304,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,16:10,2,,WS_430,Quality_Scanner,Electrical_Failure,Cable_Loose,Replaced worn bearing
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9305,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,16:18,,10,,,,,Tool_Change
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9306,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,16:46,5,,AS_310,Press_Machine,Mechanical_Failure,Pneumatic_Leak,Trainee made the wrong fix
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9307,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,16:51,5,,BS_210,Spot_Welder,Material_Failure,Wrong_Part,Tooling required adjustment
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9308,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,17:18,10,,BS_220,Spot_Welder,Tooling_Failure,Tool_Broken,Robot stopped responding to commands
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9309,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,17:32,2,,AS_340,Quality_Scanner,Tooling_Failure,Tool_Worn,Welding wire feeder jammed
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9310,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,17:50,5,,AS_310,Fixture_Table,Welding_Failure,Weld_Crack,Cooling fan failure
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9311,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,19:26,30,,WS_410,Spot_Welder,Quality_Failure,Visual_Defect,Air pressure dropped below threshold
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9312,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,19:38,5,,AS_310,Quality_Scanner,Quality_Failure,Dimension_Error,Motor overheated
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9313,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,19:49,3,,BS_210,CNC_Mill,Mechanical_Failure,Pneumatic_Leak,Robot stopped responding to commands
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9314,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,20:06,3,,WS_410,CNC_Mill,Quality_Failure,Out_Of_Spec,Robot path deviation detected
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9315,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,20:29,20,,WS_430,Hydraulic_Press,Mechanical_Failure,Bearing_Worn,Trainee made the wrong fix
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9316,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,21:04,7,,AS_320,Riveting_Tool,Welding_Failure,Weld_Crack,Part stuck in fixture
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9317,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,21:30,10,,BS_230,Spot_Welder,Quality_Failure,Out_Of_Spec,Quality scanner failed to read
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9318,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,21:45,7,,MS_130,Welding_Robot,Material_Failure,Wrong_Part,Emergency stop triggered
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9319,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,21:59,5,,BS_230,Fixture_Table,Mechanical_Failure,Belt_Broken,Replaced worn bearing
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9320,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,22:32,7,,MS_120,Hydraulic_Press,Material_Failure,Wrong_Part,Air pressure dropped below threshold
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9321,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,22:45,5,,WS_410,Quality_Scanner,Quality_Failure,Out_Of_Spec,Coolant leak detected
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9322,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,22:49,7,,AS_340,Welding_Robot,Material_Failure,Wrong_Material,Communication error with PLC
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9323,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,23:04,2,,AS_330,Conveyor_Belt,Welding_Failure,Weld_Crack,Cooling fan failure
28032026 Shift D.xlsmD MERCEDEZ GLS 580 REAR BUMP_9324,28/03/2026,D MERCEDEZ GLS 580 REAR BUMP,23:13,30,,AS_340,Conveyor_Belt,Quality_Failure,Visual_Defect,Wrong material loaded
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9325,28/04/2026,C BMW M550i B-PILLAR,14:54,3,,WS_420,CNC_Mill,Welding_Failure,Cold_Weld,Pneumatic valve replaced
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9326,28/04/2026,C BMW M550i B-PILLAR,14:57,3,,AS_330,Riveting_Tool,Quality_Failure,Visual_Defect,Pneumatic valve replaced
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9327,28/04/2026,C BMW M550i B-PILLAR,15:11,,15,,,,,Lunch
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9328,28/04/2026,C BMW M550i B-PILLAR,15:19,30,,BS_220,Quality_Scanner,Tooling_Failure,Tool_Broken,Tooling required adjustment
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9329,28/04/2026,C BMW M550i B-PILLAR,15:20,2,,MS_110,Riveting_Tool,Material_Failure,Bent_Part,Cooling fan failure
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9330,28/04/2026,C BMW M550i B-PILLAR,15:36,,20,,,,,Team_Meeting
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9331,28/04/2026,C BMW M550i B-PILLAR,15:36,7,,AS_340,Gluing_Robot,Welding_Failure,Weld_Porosity,PLC reset performed
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9332,28/04/2026,C BMW M550i B-PILLAR,15:41,2,,BS_220,Riveting_Tool,Material_Failure,Wrong_Part,Cooling fan failure
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9333,28/04/2026,C BMW M550i B-PILLAR,15:43,7,,BS_210,Quality_Scanner,Quality_Failure,Dimension_Error,Welding wire feeder jammed
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9334,28/04/2026,C BMW M550i B-PILLAR,15:54,7,,MS_110,Fixture_Table,Electrical_Failure,Short_Circuit,Trainee made the wrong fix
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9335,28/04/2026,C BMW M550i B-PILLAR,16:05,3,,WS_430,Press_Machine,Tooling_Failure,Tool_Worn,Pneumatic valve replaced
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9336,28/04/2026,C BMW M550i B-PILLAR,16:07,5,,AS_310,Conveyor_Belt,Material_Failure,Wrong_Part,Fixture clamp not closing
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9337,28/04/2026,C BMW M550i B-PILLAR,16:10,7,,BS_230,Spot_Welder,Quality_Failure,Out_Of_Spec,Part stuck in fixture
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9338,28/04/2026,C BMW M550i B-PILLAR,16:10,5,,WS_430,Welding_Robot,Welding_Failure,Spatter_Excess,Communication error with PLC
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9339,28/04/2026,C BMW M550i B-PILLAR,16:14,10,,BS_230,Welding_Robot,Electrical_Failure,PLC_Error,PLC reset performed
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9340,28/04/2026,C BMW M550i B-PILLAR,16:18,2,,AS_330,Fixture_Table,Electrical_Failure,Short_Circuit,Welding wire feeder jammed
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9341,28/04/2026,C BMW M550i B-PILLAR,16:26,2,,AS_320,Hydraulic_Press,Quality_Failure,Out_Of_Spec,Emergency stop triggered
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9342,28/04/2026,C BMW M550i B-PILLAR,16:29,,10,,,,,Preventive_Maintenance
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9343,28/04/2026,C BMW M550i B-PILLAR,16:32,3,,AS_340,CNC_Mill,Welding_Failure,Spatter_Excess,Replaced worn bearing
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9344,28/04/2026,C BMW M550i B-PILLAR,17:10,3,,BS_220,Spot_Welder,Welding_Failure,Weld_Crack,Tool changeover took longer than expected
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9345,28/04/2026,C BMW M550i B-PILLAR,17:21,,20,,,,,Changeover
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9346,28/04/2026,C BMW M550i B-PILLAR,17:36,,5,,,,,Shift_Handover
28042026 Shift B.xlsmC BMW M550i B-PILLAR_9347,28/04/2026,C BMW M550i B-PILLAR,17:41,,10,,,,,Changeover
